,Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day
5653,5653,24/07/2018,688,13,36.4,41,1.3,1655,Summer,No Holiday,Yes
3648,3648,02/05/2018,612,0,19.7,76,0.5,386,Spring,No Holiday,Yes
7381,7381,04/10/2018,0,13,23.4,39,1.4,2000,Autumn,No Holiday,No
5758,5758,28/07/2018,1158,22,29.0,74,0.9,1652,Summer,No Holiday,Yes
1517,1517,02/02/2018,48,5,-6.8,61,0.2,1724,Winter,No Holiday,Yes
5061,5061,29/06/2018,2225,21,25.2,75,1.4,644,Summer,No Holiday,Yes
8162,8162,06/11/2018,0,2,9.7,78,0.0,619,Autumn,No Holiday,No
4624,4624,11/06/2018,1220,16,22.0,60,1.8,2000,Summer,No Holiday,Yes
4272,4272,28/05/2018,770,0,17.3,55,0.7,1741,Spring,No Holiday,Yes
3669,3669,02/05/2018,327,21,10.5,94,2.8,1627,Spring,No Holiday,Yes
2090,2090,26/02/2018,80,2,-1.7,66,0.8,1631,Winter,No Holiday,Yes
572,572,24/12/2017,116,20,0.6,67,3.3,506,Winter,Holiday,Yes
8365,8365,14/11/2018,1028,13,15.7,41,2.3,1322,Autumn,No Holiday,Yes
7036,7036,20/09/2018,241,4,19.6,74,1.4,847,Autumn,No Holiday,Yes
7699,7699,17/10/2018,1819,19,13.2,42,1.3,2000,Autumn,No Holiday,Yes
3062,3062,07/04/2018,919,14,8.1,24,4.7,1914,Spring,No Holiday,Yes
5899,5899,03/08/2018,1558,19,33.5,54,2.7,1871,Summer,No Holiday,Yes
6726,6726,07/09/2018,624,6,20.2,70,1.6,1690,Autumn,No Holiday,Yes
8207,8207,07/11/2018,679,23,12.9,72,1.4,2000,Autumn,No Holiday,Yes
6022,6022,08/08/2018,1628,22,29.5,73,0.9,1936,Summer,No Holiday,Yes
6603,6603,02/09/2018,440,3,21.5,61,1.3,2000,Autumn,No Holiday,Yes
4479,4479,05/06/2018,1250,15,29.0,38,3.4,749,Summer,No Holiday,Yes
8172,8172,06/11/2018,0,12,14.5,57,0.8,373,Autumn,No Holiday,No
370,370,16/12/2017,201,10,-6.2,42,2.3,1893,Winter,No Holiday,Yes
1938,1938,19/02/2018,819,18,4.7,43,2.4,938,Winter,No Holiday,Yes
6576,6576,01/09/2018,1075,0,23.2,83,0.5,1887,Autumn,No Holiday,Yes
8503,8503,20/11/2018,934,7,0.5,53,1.1,2000,Autumn,No Holiday,Yes
3670,3670,02/05/2018,299,22,10.4,85,3.7,1671,Spring,No Holiday,Yes
3652,3652,02/05/2018,93,4,18.4,81,0.4,300,Spring,No Holiday,Yes
5201,5201,05/07/2018,1381,17,27.3,76,0.9,1971,Summer,No Holiday,Yes
2361,2361,09/03/2018,570,9,3.5,60,1.3,1969,Spring,No Holiday,Yes
4260,4260,27/05/2018,1404,12,23.4,38,2.8,1756,Spring,No Holiday,Yes
5432,5432,15/07/2018,613,8,26.2,75,0.9,1560,Summer,No Holiday,Yes
4991,4991,26/06/2018,552,23,21.6,89,4.3,698,Summer,No Holiday,Yes
5799,5799,30/07/2018,666,15,35.5,43,1.3,2000,Summer,No Holiday,Yes
8277,8277,10/11/2018,847,21,10.8,78,1.0,303,Autumn,No Holiday,Yes
3737,3737,05/05/2018,2014,17,23.6,29,3.9,1948,Spring,No Holiday,Yes
5730,5730,27/07/2018,2183,18,33.7,62,3.2,1082,Summer,No Holiday,Yes
7768,7768,20/10/2018,1813,16,20.9,20,2.0,1976,Autumn,No Holiday,Yes
6510,6510,29/08/2018,346,6,24.7,85,3.8,2000,Summer,No Holiday,Yes
5591,5591,21/07/2018,1288,23,28.8,56,1.6,2000,Summer,No Holiday,Yes
1171,1171,18/01/2018,365,19,1.5,41,1.0,1210,Winter,No Holiday,Yes
6054,6054,10/08/2018,645,6,25.7,83,0.6,1483,Summer,No Holiday,Yes
1422,1422,29/01/2018,94,6,-10.9,43,1.0,1967,Winter,No Holiday,Yes
8262,8262,10/11/2018,167,6,9.5,85,0.6,304,Autumn,No Holiday,Yes
8163,8163,06/11/2018,0,3,9.4,81,0.3,500,Autumn,No Holiday,No
6110,6110,12/08/2018,697,14,35.0,45,2.2,1957,Summer,No Holiday,Yes
7851,7851,24/10/2018,249,3,9.4,85,1.6,983,Autumn,No Holiday,Yes
874,874,06/01/2018,204,10,-3.5,39,2.0,1946,Winter,No Holiday,Yes
2297,2297,06/03/2018,883,17,10.2,27,2.8,1826,Spring,No Holiday,Yes
2643,2643,21/03/2018,82,3,1.3,40,2.1,2000,Spring,No Holiday,Yes
8027,8027,31/10/2018,818,11,8.7,41,2.6,1907,Autumn,No Holiday,Yes
5347,5347,11/07/2018,2328,19,28.2,72,1.6,1745,Summer,No Holiday,Yes
840,840,05/01/2018,202,0,-4.7,52,1.8,1611,Winter,No Holiday,Yes
8704,8704,28/11/2018,808,16,9.6,17,3.0,1706,Autumn,No Holiday,Yes
581,581,25/12/2017,32,5,-3.7,51,2.6,2000,Winter,Holiday,Yes
204,204,09/12/2017,427,12,2.4,40,0.8,1809,Winter,No Holiday,Yes
1641,1641,07/02/2018,237,9,-12.0,50,1.3,1523,Winter,No Holiday,Yes
2014,2014,22/02/2018,346,22,2.9,65,2.3,1150,Winter,No Holiday,Yes
3253,3253,15/04/2018,1229,13,13.5,46,3.4,1325,Spring,No Holiday,Yes
5746,5746,28/07/2018,654,10,32.0,65,0.9,966,Summer,No Holiday,Yes
905,905,07/01/2018,349,17,2.3,33,0.2,1515,Winter,No Holiday,Yes
631,631,27/12/2017,262,7,-10.1,38,2.3,2000,Winter,No Holiday,Yes
6834,6834,11/09/2018,3222,18,24.7,45,0.7,2000,Autumn,No Holiday,Yes
5968,5968,06/08/2018,752,16,34.6,55,2.5,1650,Summer,No Holiday,Yes
1974,1974,21/02/2018,159,6,-4.0,34,3.4,2000,Winter,No Holiday,Yes
162,162,07/12/2017,795,18,0.7,46,2.7,1558,Winter,No Holiday,Yes
4998,4998,27/06/2018,417,6,19.2,97,1.5,157,Summer,No Holiday,Yes
6347,6347,22/08/2018,710,11,32.1,49,1.6,1874,Summer,No Holiday,Yes
8266,8266,10/11/2018,699,10,12.2,73,1.9,374,Autumn,No Holiday,Yes
6301,6301,20/08/2018,847,13,31.6,46,2.7,1864,Summer,No Holiday,Yes
4713,4713,15/06/2018,1170,9,20.1,65,1.4,2000,Summer,No Holiday,Yes
875,875,06/01/2018,245,11,-1.6,35,2.1,1812,Winter,No Holiday,Yes
1431,1431,29/01/2018,177,15,-5.2,27,4.5,1927,Winter,No Holiday,Yes
4643,4643,12/06/2018,1092,11,22.9,54,2.6,1959,Summer,No Holiday,Yes
5080,5080,30/06/2018,1317,16,27.9,69,0.5,880,Summer,No Holiday,Yes
8399,8399,15/11/2018,721,23,8.1,57,0.7,752,Autumn,No Holiday,Yes
5812,5812,31/07/2018,244,4,28.8,58,0.9,2000,Summer,No Holiday,Yes
5918,5918,04/08/2018,676,14,33.1,54,4.2,1879,Summer,No Holiday,Yes
8256,8256,10/11/2018,754,0,11.3,77,0.9,433,Autumn,No Holiday,Yes
2856,2856,30/03/2018,490,0,11.8,78,0.6,438,Spring,No Holiday,Yes
1861,1861,16/02/2018,169,13,3.5,17,3.2,1971,Winter,Holiday,Yes
2659,2659,21/03/2018,402,19,2.0,81,0.7,2000,Spring,No Holiday,Yes
3384,3384,21/04/2018,707,0,16.3,59,0.2,756,Spring,No Holiday,Yes
8369,8369,14/11/2018,1532,17,13.6,46,1.8,1374,Autumn,No Holiday,Yes
8560,8560,22/11/2018,759,16,5.9,34,2.9,1985,Autumn,No Holiday,Yes
8005,8005,30/10/2018,847,13,9.8,33,1.8,1937,Autumn,No Holiday,Yes
6483,6483,28/08/2018,281,3,22.9,93,0.6,2000,Summer,No Holiday,Yes
4733,4733,16/06/2018,277,5,16.6,65,1.2,2000,Summer,No Holiday,Yes
3331,3331,18/04/2018,842,19,14.7,40,2.4,1207,Spring,No Holiday,Yes
7583,7583,12/10/2018,940,23,9.8,66,0.5,1979,Autumn,No Holiday,Yes
6984,6984,18/09/2018,0,0,19.5,73,1.2,1916,Autumn,No Holiday,No
6482,6482,28/08/2018,482,2,23.2,88,0.6,2000,Summer,No Holiday,Yes
2096,2096,26/02/2018,786,8,-2.9,63,0.7,1386,Winter,No Holiday,Yes
2003,2003,22/02/2018,308,11,2.7,44,0.9,1761,Winter,No Holiday,Yes
8298,8298,11/11/2018,752,18,8.9,55,2.0,1333,Autumn,No Holiday,Yes
6322,6322,21/08/2018,402,10,24.8,82,3.2,1732,Summer,No Holiday,Yes
5017,5017,28/06/2018,1068,1,22.2,84,0.3,610,Summer,No Holiday,Yes
546,546,23/12/2017,340,18,6.6,73,0.4,229,Winter,No Holiday,Yes
1449,1449,30/01/2018,254,9,-9.9,49,0.8,1624,Winter,No Holiday,Yes
6448,6448,26/08/2018,1025,16,23.5,56,2.3,2000,Summer,No Holiday,Yes
2610,2610,19/03/2018,1200,18,8.6,55,2.4,1958,Spring,No Holiday,Yes
1900,1900,18/02/2018,37,4,-4.1,27,0.6,2000,Winter,No Holiday,Yes
7307,7307,01/10/2018,959,11,17.0,45,4.5,1966,Autumn,No Holiday,Yes
2757,2757,25/03/2018,456,21,9.8,74,2.2,219,Spring,No Holiday,Yes
1885,1885,17/02/2018,193,13,-0.4,15,2.4,1938,Winter,Holiday,Yes
8602,8602,24/11/2018,62,10,0.4,97,1.8,207,Autumn,No Holiday,Yes
5738,5738,28/07/2018,656,2,28.8,80,1.9,925,Summer,No Holiday,Yes
8373,8373,14/11/2018,1239,21,9.8,52,0.5,1255,Autumn,No Holiday,Yes
2097,2097,26/02/2018,416,9,-1.1,53,0.9,1308,Winter,No Holiday,Yes
8060,8060,01/11/2018,1269,20,9.9,53,1.7,1868,Autumn,No Holiday,Yes
5692,5692,26/07/2018,252,4,27.7,75,1.0,1360,Summer,No Holiday,Yes
499,499,21/12/2017,355,19,0.8,71,0.9,923,Winter,No Holiday,Yes
5624,5624,23/07/2018,1889,8,30.0,56,0.9,2000,Summer,No Holiday,Yes
836,836,04/01/2018,311,20,-2.8,39,1.7,1702,Winter,No Holiday,Yes
3471,3471,24/04/2018,971,15,16.1,52,1.5,2000,Spring,No Holiday,Yes
4697,4697,14/06/2018,1934,17,24.6,57,1.0,1866,Summer,No Holiday,Yes
7378,7378,04/10/2018,0,10,19.0,49,1.7,1980,Autumn,No Holiday,No
2171,2171,01/03/2018,239,11,0.8,52,4.6,1035,Spring,Holiday,Yes
7964,7964,28/10/2018,624,20,8.2,82,2.8,2000,Autumn,No Holiday,Yes
5678,5678,25/07/2018,754,14,33.0,53,1.7,1357,Summer,No Holiday,Yes
7888,7888,25/10/2018,1528,16,20.4,32,0.9,1720,Autumn,No Holiday,Yes
398,398,17/12/2017,268,14,-3.2,26,3.1,1933,Winter,No Holiday,Yes
2010,2010,22/02/2018,730,18,3.9,56,4.0,1004,Winter,No Holiday,Yes
5166,5166,04/07/2018,747,6,24.0,84,0.1,1969,Summer,No Holiday,Yes
8574,8574,23/11/2018,339,6,-2.6,40,1.4,2000,Autumn,No Holiday,Yes
1283,1283,23/01/2018,184,11,-11.7,27,4.0,1935,Winter,No Holiday,Yes
6554,6554,31/08/2018,381,2,23.4,79,0.4,1045,Summer,No Holiday,Yes
6792,6792,10/09/2018,792,0,20.7,57,1.8,2000,Autumn,No Holiday,Yes
4256,4256,27/05/2018,608,8,18.3,51,2.0,1366,Spring,No Holiday,Yes
1836,1836,15/02/2018,174,12,1.7,20,3.0,1983,Winter,Holiday,Yes
7694,7694,17/10/2018,1083,14,18.3,24,1.7,1983,Autumn,No Holiday,Yes
1019,1019,12/01/2018,140,11,-11.2,31,2.4,1944,Winter,No Holiday,Yes
6721,6721,07/09/2018,345,1,21.6,77,2.6,1777,Autumn,No Holiday,Yes
1326,1326,25/01/2018,71,6,-16.1,33,3.0,2000,Winter,No Holiday,Yes
5768,5768,29/07/2018,456,8,28.6,63,0.8,1867,Summer,No Holiday,Yes
475,475,20/12/2017,190,19,-1.5,81,1.8,751,Winter,No Holiday,Yes
2810,2810,28/03/2018,225,2,11.5,75,1.9,399,Spring,No Holiday,Yes
6973,6973,17/09/2018,1069,13,25.6,50,3.8,1876,Autumn,No Holiday,Yes
1651,1651,07/02/2018,280,19,-5.2,33,2.6,2000,Winter,No Holiday,Yes
8410,8410,16/11/2018,699,10,9.4,55,0.1,570,Autumn,No Holiday,Yes
7918,7918,26/10/2018,680,22,10.5,72,2.4,2000,Autumn,No Holiday,Yes
2528,2528,16/03/2018,1176,8,3.8,56,2.4,2000,Spring,No Holiday,Yes
1206,1206,20/01/2018,50,6,-0.1,60,0.4,1080,Winter,No Holiday,Yes
6043,6043,09/08/2018,1698,19,28.2,82,0.4,1832,Summer,No Holiday,Yes
5469,5469,16/07/2018,2241,21,28.0,64,1.5,2000,Summer,No Holiday,Yes
8209,8209,08/11/2018,158,1,11.9,77,1.1,1634,Autumn,No Holiday,Yes
8686,8686,27/11/2018,740,22,6.6,33,2.1,722,Autumn,No Holiday,Yes
7089,7089,22/09/2018,810,9,19.7,78,1.3,740,Autumn,No Holiday,Yes
867,867,06/01/2018,103,3,-5.6,56,1.0,1367,Winter,No Holiday,Yes
2974,2974,03/04/2018,1030,22,16.0,85,2.0,409,Spring,No Holiday,Yes
5236,5236,07/07/2018,331,4,20.0,63,1.8,2000,Summer,No Holiday,Yes
5093,5093,01/07/2018,54,5,22.6,86,0.5,1076,Summer,No Holiday,Yes
5433,5433,15/07/2018,715,9,27.0,71,1.0,1518,Summer,No Holiday,Yes
541,541,23/12/2017,423,13,7.7,68,1.0,249,Winter,No Holiday,Yes
5195,5195,05/07/2018,890,11,26.3,71,1.1,1340,Summer,No Holiday,Yes
1132,1132,17/01/2018,55,4,3.0,68,0.5,322,Winter,No Holiday,Yes
8616,8616,25/11/2018,420,0,2.7,86,1.2,422,Autumn,No Holiday,Yes
7376,7376,04/10/2018,0,8,13.9,68,0.9,1912,Autumn,No Holiday,No
3390,3390,21/04/2018,184,6,12.3,67,0.5,483,Spring,No Holiday,Yes
6684,6684,05/09/2018,1072,12,27.1,44,5.0,2000,Autumn,No Holiday,Yes
2962,2962,03/04/2018,664,10,18.9,66,2.0,1298,Spring,No Holiday,Yes
4155,4155,23/05/2018,43,3,14.9,96,2.2,636,Spring,No Holiday,Yes
3259,3259,15/04/2018,317,19,11.0,62,2.1,1661,Spring,No Holiday,Yes
7433,7433,06/10/2018,1870,17,21.1,64,1.2,2000,Autumn,No Holiday,Yes
8703,8703,28/11/2018,798,15,10.5,16,2.7,1509,Autumn,No Holiday,Yes
2583,2583,18/03/2018,1128,15,12.0,37,0.8,879,Spring,No Holiday,Yes
2813,2813,28/03/2018,107,5,10.2,80,0.8,366,Spring,No Holiday,Yes
7195,7195,26/09/2018,1937,19,20.7,46,1.0,2000,Autumn,No Holiday,Yes
8028,8028,31/10/2018,907,12,10.0,39,2.0,2000,Autumn,No Holiday,Yes
5174,5174,04/07/2018,1005,14,31.3,58,3.0,1479,Summer,No Holiday,Yes
6403,6403,24/08/2018,948,19,23.6,86,3.0,1275,Summer,No Holiday,Yes
3586,3586,29/04/2018,787,10,17.5,35,1.8,1570,Spring,No Holiday,Yes
7959,7959,28/10/2018,948,15,12.2,67,3.3,2000,Autumn,No Holiday,Yes
7895,7895,25/10/2018,919,23,12.5,59,0.8,1602,Autumn,No Holiday,Yes
7884,7884,25/10/2018,1188,12,18.2,37,1.4,1861,Autumn,No Holiday,Yes
2630,2630,20/03/2018,478,14,7.3,38,3.4,1997,Spring,No Holiday,Yes
7426,7426,06/10/2018,2,10,17.0,97,1.5,676,Autumn,No Holiday,Yes
7995,7995,30/10/2018,182,3,1.7,59,0.5,2000,Autumn,No Holiday,Yes
5036,5036,28/06/2018,1039,20,21.0,96,0.1,1431,Summer,No Holiday,Yes
1080,1080,15/01/2018,171,0,3.0,60,0.5,842,Winter,No Holiday,Yes
4283,4283,28/05/2018,986,11,25.1,45,0.9,1982,Spring,No Holiday,Yes
2085,2085,25/02/2018,239,21,0.2,55,2.5,1942,Winter,No Holiday,Yes
2452,2452,13/03/2018,88,4,6.2,59,0.8,493,Spring,No Holiday,Yes
4966,4966,25/06/2018,2046,22,27.4,55,0.3,1001,Summer,No Holiday,Yes
2023,2023,23/02/2018,174,7,-0.1,97,0.5,179,Winter,No Holiday,Yes
6146,6146,14/08/2018,467,2,28.6,70,1.5,2000,Summer,No Holiday,Yes
7962,7962,28/10/2018,651,18,8.9,85,1.8,2000,Autumn,No Holiday,Yes
7128,7128,24/09/2018,620,0,17.2,50,1.7,2000,Autumn,Holiday,Yes
226,226,10/12/2017,19,10,0.5,91,0.4,143,Winter,No Holiday,Yes
1013,1013,12/01/2018,35,5,-14.6,45,1.1,2000,Winter,No Holiday,Yes
1929,1929,19/02/2018,347,9,-0.6,43,0.5,1596,Winter,No Holiday,Yes
6559,6559,31/08/2018,828,7,22.9,83,0.6,1127,Summer,No Holiday,Yes
5251,5251,07/07/2018,2352,19,26.1,51,1.4,2000,Summer,No Holiday,Yes
1404,1404,28/01/2018,189,12,-3.5,26,2.5,1756,Winter,No Holiday,Yes
2179,2179,01/03/2018,231,19,-1.7,45,3.3,1375,Spring,Holiday,Yes
697,697,30/12/2017,234,1,-0.5,83,0.7,244,Winter,No Holiday,Yes
1124,1124,16/01/2018,332,20,4.5,58,0.8,383,Winter,No Holiday,Yes
3895,3895,12/05/2018,43,7,13.3,81,1.5,525,Spring,No Holiday,Yes
6589,6589,01/09/2018,1303,13,29.4,48,1.9,1942,Autumn,No Holiday,Yes
5110,5110,01/07/2018,16,22,21.7,97,0.7,540,Summer,No Holiday,Yes
1778,1778,13/02/2018,106,2,-6.0,58,2.0,2000,Winter,No Holiday,Yes
5939,5939,05/08/2018,499,11,31.2,63,2.6,1695,Summer,No Holiday,Yes
2634,2634,20/03/2018,1111,18,4.1,43,3.5,2000,Spring,No Holiday,Yes
3489,3489,25/04/2018,1066,9,11.7,32,0.8,1862,Spring,No Holiday,Yes
6339,6339,22/08/2018,346,3,24.1,80,0.8,1920,Summer,No Holiday,Yes
1037,1037,13/01/2018,40,5,-6.3,51,0.8,2000,Winter,No Holiday,Yes
2256,2256,05/03/2018,22,0,7.6,88,2.5,1974,Spring,No Holiday,Yes
6231,6231,17/08/2018,970,15,33.5,26,2.1,2000,Summer,No Holiday,Yes
2613,2613,19/03/2018,731,21,8.0,47,3.3,2000,Spring,No Holiday,Yes
313,313,14/12/2017,170,1,-9.8,48,0.8,2000,Winter,No Holiday,Yes
2649,2649,21/03/2018,614,9,2.5,40,1.9,2000,Spring,No Holiday,Yes
2281,2281,06/03/2018,188,1,0.8,67,0.8,2000,Spring,No Holiday,Yes
6662,6662,04/09/2018,987,14,27.4,52,3.8,1998,Autumn,No Holiday,Yes
2547,2547,17/03/2018,157,3,1.8,59,0.7,2000,Spring,No Holiday,Yes
5512,5512,18/07/2018,912,16,33.1,42,2.9,1712,Summer,No Holiday,Yes
5132,5132,02/07/2018,61,20,23.5,97,0.1,1814,Summer,No Holiday,Yes
2159,2159,28/02/2018,23,23,1.8,96,1.2,745,Winter,No Holiday,Yes
3137,3137,10/04/2018,1004,17,20.6,39,5.6,2000,Spring,No Holiday,Yes
7709,7709,18/10/2018,185,5,7.8,81,1.1,2000,Autumn,No Holiday,Yes
5850,5850,01/08/2018,1929,18,37.8,47,3.8,1931,Summer,No Holiday,Yes
3967,3967,15/05/2018,1239,7,16.2,79,1.2,239,Spring,No Holiday,Yes
1428,1428,29/01/2018,186,12,-7.3,23,3.8,1903,Winter,No Holiday,Yes
6601,6601,02/09/2018,930,1,22.8,59,1.5,2000,Autumn,No Holiday,Yes
2520,2520,16/03/2018,287,0,8.4,86,2.2,2000,Spring,No Holiday,Yes
6742,6742,07/09/2018,1796,22,19.8,51,1.2,2000,Autumn,No Holiday,Yes
6723,6723,07/09/2018,259,3,21.1,75,1.8,1551,Autumn,No Holiday,Yes
6869,6869,13/09/2018,248,5,20.5,70,1.2,2000,Autumn,No Holiday,Yes
6977,6977,17/09/2018,2056,17,27.3,43,2.6,2000,Autumn,No Holiday,Yes
5602,5602,22/07/2018,522,10,32.2,50,0.8,1881,Summer,No Holiday,Yes
448,448,19/12/2017,211,16,-1.8,31,3.1,1993,Winter,No Holiday,Yes
5875,5875,02/08/2018,1605,19,35.2,52,2.3,1754,Summer,No Holiday,Yes
1284,1284,23/01/2018,180,12,-11.3,27,3.7,1955,Winter,No Holiday,Yes
3727,3727,05/05/2018,352,7,12.9,55,2.3,1952,Spring,No Holiday,Yes
361,361,16/12/2017,302,1,-3.4,76,2.9,582,Winter,No Holiday,Yes
5230,5230,06/07/2018,1917,22,22.5,54,2.1,2000,Summer,No Holiday,Yes
7474,7474,08/10/2018,943,10,15.0,44,0.5,1839,Autumn,No Holiday,Yes
8596,8596,24/11/2018,151,4,3.0,26,1.6,2000,Autumn,No Holiday,Yes
5149,5149,03/07/2018,994,13,31.2,54,1.3,1961,Summer,No Holiday,Yes
2460,2460,13/03/2018,626,12,15.5,47,3.3,1303,Spring,No Holiday,Yes
22,22,01/12/2017,398,22,-0.9,83,1.5,1380,Winter,No Holiday,Yes
2066,2066,25/02/2018,124,2,-1.5,46,1.1,1744,Winter,No Holiday,Yes
1653,1653,07/02/2018,223,21,-6.3,48,2.2,1965,Winter,No Holiday,Yes
702,702,30/12/2017,62,6,-1.1,81,1.0,253,Winter,No Holiday,Yes
6725,6725,07/09/2018,247,5,20.5,67,1.2,1649,Autumn,No Holiday,Yes
2743,2743,25/03/2018,137,7,4.7,82,1.3,198,Spring,No Holiday,Yes
1376,1376,27/01/2018,84,8,-15.9,58,0.9,1369,Winter,No Holiday,Yes
7541,7541,11/10/2018,197,5,6.6,73,1.1,2000,Autumn,No Holiday,Yes
2468,2468,13/03/2018,986,20,13.9,77,1.5,1010,Spring,No Holiday,Yes
3754,3754,06/05/2018,13,10,15.4,97,0.6,374,Spring,No Holiday,Yes
2325,2325,07/03/2018,411,21,7.9,56,1.4,1975,Spring,No Holiday,Yes
460,460,20/12/2017,38,4,-8.5,73,1.0,1723,Winter,No Holiday,Yes
5163,5163,04/07/2018,372,3,24.9,83,0.2,1857,Summer,No Holiday,Yes
4183,4183,24/05/2018,1390,7,12.5,61,1.3,1818,Spring,No Holiday,Yes
7614,7614,14/10/2018,150,6,7.2,80,0.7,729,Autumn,No Holiday,Yes
4082,4082,20/05/2018,473,2,13.9,43,0.9,2000,Spring,No Holiday,Yes
1486,1486,31/01/2018,188,22,-4.2,48,1.0,2000,Winter,No Holiday,Yes
3678,3678,03/05/2018,469,6,7.9,86,2.0,1070,Spring,No Holiday,Yes
282,282,12/12/2017,529,18,-7.7,36,1.0,2000,Winter,No Holiday,Yes
4558,4558,08/06/2018,2140,22,20.5,78,0.9,550,Summer,No Holiday,Yes
4308,4308,29/05/2018,1184,12,23.1,64,2.6,1250,Spring,No Holiday,Yes
4865,4865,21/06/2018,2176,17,28.4,43,3.3,1715,Summer,No Holiday,Yes
3537,3537,27/04/2018,985,9,13.2,57,0.8,1003,Spring,No Holiday,Yes
6537,6537,30/08/2018,846,9,25.0,92,1.1,782,Summer,No Holiday,Yes
2581,2581,18/03/2018,881,13,10.6,43,1.3,705,Spring,No Holiday,Yes
1368,1368,27/01/2018,80,0,-15.0,42,1.2,1766,Winter,No Holiday,Yes
8284,8284,11/11/2018,189,4,6.9,82,0.5,337,Autumn,No Holiday,Yes
6246,6246,18/08/2018,397,6,21.6,60,1.0,2000,Summer,No Holiday,Yes
597,597,25/12/2017,185,21,-1.7,51,1.7,2000,Winter,Holiday,Yes
4351,4351,31/05/2018,1401,7,14.9,71,0.9,651,Spring,No Holiday,Yes
7910,7910,26/10/2018,147,14,12.7,95,1.9,255,Autumn,No Holiday,Yes
4758,4758,17/06/2018,324,6,18.9,83,0.3,576,Summer,No Holiday,Yes
646,646,27/12/2017,243,22,-6.4,36,1.3,2000,Winter,No Holiday,Yes
8491,8491,19/11/2018,1304,19,6.8,52,0.8,960,Autumn,No Holiday,Yes
6063,6063,10/08/2018,725,15,34.8,47,2.4,2000,Summer,No Holiday,Yes
3468,3468,24/04/2018,925,12,15.2,57,1.9,2000,Spring,No Holiday,Yes
6124,6124,13/08/2018,151,4,27.1,91,0.9,585,Summer,No Holiday,Yes
2990,2990,04/04/2018,1096,14,17.9,42,1.3,1981,Spring,No Holiday,Yes
8230,8230,08/11/2018,14,22,12.4,96,2.7,545,Autumn,No Holiday,Yes
4875,4875,22/06/2018,413,3,19.3,85,1.6,345,Summer,No Holiday,Yes
2544,2544,17/03/2018,414,0,3.7,48,1.6,2000,Spring,No Holiday,Yes
6903,6903,14/09/2018,1347,15,26.6,55,1.8,2000,Autumn,No Holiday,Yes
5341,5341,11/07/2018,991,13,28.7,69,2.6,1546,Summer,No Holiday,Yes
6805,6805,10/09/2018,1057,13,27.1,38,1.7,2000,Autumn,No Holiday,Yes
4066,4066,19/05/2018,1051,10,17.2,45,2.1,2000,Spring,No Holiday,Yes
3988,3988,16/05/2018,124,4,22.3,86,0.5,387,Spring,No Holiday,Yes
2160,2160,01/03/2018,71,0,2.0,96,1.3,1894,Spring,Holiday,Yes
685,685,29/12/2017,370,13,5.2,58,2.5,435,Winter,No Holiday,Yes
5937,5937,05/08/2018,422,9,29.1,76,2.2,1041,Summer,No Holiday,Yes
3243,3243,15/04/2018,183,3,6.4,83,2.3,1158,Spring,No Holiday,Yes
6683,6683,05/09/2018,937,11,26.4,47,2.9,2000,Autumn,No Holiday,Yes
7178,7178,26/09/2018,453,2,16.6,54,1.5,2000,Autumn,No Holiday,Yes
4083,4083,20/05/2018,347,3,13.5,41,1.0,2000,Spring,No Holiday,Yes
2837,2837,29/03/2018,106,5,12.7,83,0.8,392,Spring,No Holiday,Yes
3697,3697,04/05/2018,480,1,9.7,63,2.1,1610,Spring,No Holiday,Yes
4941,4941,24/06/2018,2153,21,24.5,71,1.7,1295,Summer,No Holiday,Yes
8126,8126,04/11/2018,1511,14,19.3,28,1.7,1208,Autumn,No Holiday,Yes
5784,5784,30/07/2018,810,0,29.2,50,1.1,2000,Summer,No Holiday,Yes
4040,4040,18/05/2018,400,8,16.4,98,0.3,514,Spring,No Holiday,Yes
2230,2230,03/03/2018,516,22,10.2,49,1.7,1972,Spring,No Holiday,Yes
6781,6781,09/09/2018,1432,13,27.2,32,1.7,2000,Autumn,No Holiday,Yes
2320,2320,07/03/2018,646,16,10.4,36,3.2,1963,Spring,No Holiday,Yes
4878,4878,22/06/2018,710,6,18.2,83,0.6,448,Summer,No Holiday,Yes
521,521,22/12/2017,477,17,5.4,61,1.3,691,Winter,Holiday,Yes
522,522,22/12/2017,671,18,4.9,63,0.6,677,Winter,Holiday,Yes
5345,5345,11/07/2018,1923,17,28.7,71,2.9,1666,Summer,No Holiday,Yes
7242,7242,28/09/2018,0,18,20.4,56,1.7,2000,Autumn,No Holiday,No
7465,7465,08/10/2018,390,1,11.7,52,1.1,2000,Autumn,No Holiday,Yes
7461,7461,07/10/2018,1385,21,14.4,36,1.0,2000,Autumn,No Holiday,Yes
7006,7006,18/09/2018,0,22,21.8,65,0.3,2000,Autumn,No Holiday,No
780,780,02/01/2018,293,12,0.9,29,1.9,1761,Winter,No Holiday,Yes
7255,7255,29/09/2018,513,7,14.7,76,0.8,2000,Autumn,No Holiday,Yes
8367,8367,14/11/2018,1063,15,15.9,30,0.7,1823,Autumn,No Holiday,Yes
5607,5607,22/07/2018,632,15,37.5,33,2.0,1816,Summer,No Holiday,Yes
651,651,28/12/2017,86,3,-6.0,32,2.5,2000,Winter,No Holiday,Yes
